rank,target,ref,signal_type,counter_trade,use_excess_return,threshold_width,hold_days,start_days,sma_period,correlation,other_message,trade_count,long_count,short_count,win_rate,total_profit,positive_year_ratio,worst_year_profit,average_pct,std_pct,t_value,average_long_pct,average_short_pct
5072,GBP_AUD,AUD_JPY,sma,False,False,1.0,20,1,100,0.152915052,,207,127,80,56.521739130,0.958563852,80.000000000,-0.344091923,0.258042240,3.155897310,1.176394846,0.106922541,0.497944762
5073,GBP_JPY,ZAR_JPY,bb,True,False,2.0,20,1,10,-0.022584028,,128,74,54,55.468750000,78.920996348,60.000000000,-24.214517952,0.359221738,3.455365944,1.176179338,0.985152343,-0.498535017
5074,EUR_NZD,EUR_GBP,sma,True,False,1.0,20,1,10,-0.047274215,,153,74,79,50.326797386,1.049530000,60.000000000,-0.172170000,0.321499678,3.381070201,1.176175342,0.284429049,0.356224066
5075,USD_JPY,USD_CHF,sma,True,False,1.0,20,1,200,-0.059911575,,195,125,70,54.358974359,49.065226360,46.666666667,-18.767871920,0.230459590,2.736278790,1.176120299,0.319459874,0.071530509
5076,NQ100_Futures,AUD_NZD,bb,False,False,2.0,20,1,15,0.050828528,,149,74,75,51.677852349,1508.900000000,33.333333333,-364.750000000,0.632745230,6.567116955,1.176108161,1.476862283,-0.200116929
5077,EUR_CHF,ZAR_JPY,stoch,True,False,30.0,20,1,200,-0.047627543,,97,52,45,55.670103093,0.261656784,53.333333333,-0.071028798,0.255725963,2.141578663,1.176052360,0.566349837,-0.103217181
5078,GBP_JPY,CHF_JPY,sma,False,False,1.0,20,1,100,0.094293645,,195,125,70,50.769230769,80.851982178,53.333333333,-32.126033876,0.272934094,3.241153368,1.175913870,0.413656899,0.021643370
5079,GOLD_USD,GBP_JPY,bb,True,False,1.5,20,1,200,-0.089734086,,92,34,58,56.521739130,843.100000000,60.000000000,-99.400000000,0.691697717,5.642244529,1.175867405,1.984977212,-0.066431642
5080,NZD_JPY,COPPER_USD,sma,False,False,1.0,20,1,100,0.063644324,,212,121,91,52.358490566,50.653490690,66.666666667,-11.545108372,0.371895405,4.605456783,1.175752828,0.734697417,-0.110511666
5081,GBP_AUD,EUR_GBP,bb,True,False,1.5,20,1,200,-0.037411152,,89,47,42,56.179775281,0.698161386,46.666666667,-0.132919372,0.384079230,3.082129395,1.175614565,0.028334364,0.782174675
5082,EUR_GBP,EUR_JPY,bb,True,False,2.0,20,1,10,-0.037214210,,137,78,59,52.554744526,0.183571082,60.000000000,-0.072030036,0.197584757,1.967469456,1.175454226,0.163365251,0.242824104
5083,EUR_USD,GBP_AUD,stoch,True,False,30.0,20,1,100,-0.052542927,,135,87,48,57.037037037,0.430442352,73.333333333,-0.302522176,0.304788251,3.012841424,1.175408516,0.324964143,0.268219448
5084,GOLD_USD,USD_CAD,bb,True,False,1.0,20,1,200,0.008900742,,142,78,64,53.521126761,957.800000000,60.000000000,-199.200000000,0.531611706,5.389840414,1.175338064,1.298195847,-0.402662715
5085,EUR_JPY,NQ100_Futures,bb,False,False,1.5,20,1,10,0.001406839,,238,129,109,52.100840336,78.469226844,66.666666667,-12.711710272,0.237699641,3.120099568,1.175299500,0.565846061,-0.150657131
5086,GBP_USD,US30_Futures,bb,False,False,1.5,20,1,100,0.063878773,,106,71,35,49.056603774,0.568875375,64.285714286,-0.202763505,0.299995693,2.628209520,1.175189676,0.210533743,0.481475647
5087,EUR_CHF,UK100_Futures,stoch,True,False,30.0,20,1,50,-0.059284637,,163,56,107,53.374233129,0.335679430,53.333333333,-0.053778507,0.153288111,1.665353525,1.175156845,0.407613152,0.020183417
5088,AUD_USD,EUR_NZD,di,False,False,20.0,20,1,10,0.023343058,,189,94,95,51.851851852,0.431334366,60.000000000,-0.177594334,0.318608533,3.728735292,1.174699414,0.442239474,0.196278971
5089,NZD_JPY,EUR_CHF,bb,True,False,2.0,20,1,50,-0.014187724,,84,46,38,52.380952381,43.953060073,66.666666667,-15.232944204,0.731871755,5.711556936,1.174411024,1.495822898,-0.192911207
5090,ZAR_JPY,GBP_AUD,change,True,False,1.0,20,1,50,-0.065623824,,212,118,94,52.830188679,10.276982748,53.333333333,-4.678020185,0.406821395,5.043983300,1.174351415,0.523005478,0.260973291
5091,GBP_JPY,EUR_JPY,sma,False,False,1.0,20,1,15,0.009022001,,219,116,103,53.424657534,98.244474673,73.333333333,-30.070906592,0.275917297,3.477116141,1.174307372,0.533624334,-0.014315870
5092,CHF_JPY,USSPX500_Futures,stoch,False,False,30.0,20,1,50,0.019261718,,171,118,53,52.631578947,49.214606071,73.333333333,-10.155322688,0.272696120,3.036698437,1.174289961,0.431094267,-0.079963904
5093,GBP_CHF,USSPX500_Futures,di,False,False,20.0,20,1,15,0.005700029,,127,65,62,55.905511811,0.908763771,73.333333333,-0.302222040,0.279033951,2.677881177,1.174269030,0.408489487,0.143314438
5094,TRY_JPY,EUR_JPY,sma,False,False,1.0,20,1,50,0.027295158,,206,113,93,55.339805825,75.689317225,60.000000000,-18.982295578,0.435932155,5.328363223,1.174244926,2.140152938,-1.634787722
5095,USD_JPY,US30_Futures,sma,False,False,1.0,20,1,100,-0.009589854,,194,127,67,53.608247423,39.253209600,64.285714286,-13.413908880,0.217728070,2.582663569,1.174214535,0.398346509,-0.124638223
5096,CHF_JPY,USSPX500_Futures,stoch,False,False,30.0,20,1,100,0.015966006,,152,113,39,50.657894737,47.140788820,60.000000000,-17.966545844,0.303570819,3.187507252,1.174169066,0.498423284,-0.261001710
5097,AUD_USD,CBOE_Volatility_Index,bb,True,False,2.0,20,1,200,0.014627168,,41,8,33,56.097560976,0.234510113,58.333333333,-0.057698803,0.710922781,3.876976563,1.174143516,1.411372086,0.541116889
5098,USD_CHF,EUR_AUD,change,False,False,1.0,20,1,15,0.080360164,,241,111,130,55.186721992,0.560135955,60.000000000,-0.088207720,0.225158742,2.977007443,1.174133325,0.288485185,0.171087702
5099,CAD_JPY,US30_Futures,stoch,False,False,30.0,20,1,200,-0.037413477,,122,103,19,50.819672131,39.305245220,53.846153846,-9.696425860,0.339144199,3.190430854,1.174126720,0.162483719,1.296829955
5100,TRY_JPY,NZD_JPY,sma,False,False,1.0,20,1,10,0.022681548,,244,129,115,50.000000000,123.419558039,60.000000000,-9.947400036,0.470037655,6.254285851,1.173950641,1.753817385,-0.970028303
5101,OIL_USD,UK100_Futures,bb,False,False,2.5,20,1,50,0.099136507,,41,11,30,56.097560976,70.910000000,60.000000000,-7.060000000,2.041761389,11.137014997,1.173891913,4.953191431,0.974237040
5102,EUR_AUD,OIL_USD,stoch,True,False,30.0,20,1,50,-0.063250935,,171,67,104,55.555555556,0.774447482,66.666666667,-0.231708521,0.244846597,2.727568274,1.173860522,0.042899282,0.374947271
5103,EUR_CHF,CHF_JPY,sma,False,False,1.0,20,1,100,0.059392868,,195,125,70,51.794871795,0.486823766,66.666666667,-0.180623783,0.174346042,2.074092380,1.173819454,0.087896107,0.328720926
5104,EUR_CHF,OIL_USD,bb,False,False,2.5,20,1,15,0.004629361,,32,11,21,40.625000000,0.178508532,41.666666667,-0.040297174,0.509787060,2.456828685,1.173785993,0.397447573,0.568631553
5105,EUR_CHF,AUD_USD,sma,True,False,1.0,20,1,15,-0.022553274,,225,103,122,51.555555556,0.349464380,53.333333333,-0.049213545,0.139368147,1.781220776,1.173645753,0.220179874,0.071141852
5106,USSPX500_Futures,EUR_GBP,bb,False,False,1.5,20,1,15,0.032686053,,206,107,99,52.912621359,925.110000000,60.000000000,-277.000000000,0.391556483,4.789456581,1.173388394,0.457993089,0.319751262
5107,COPPER_USD,NQ100_Futures,bb,False,False,2.5,20,1,15,-0.004043078,,36,10,26,47.222222222,2.433500000,50.000000000,-0.287500000,1.726644311,8.830709324,1.173163501,2.127681964,1.572399060
5108,USD_CHF,CAD_JPY,stoch,True,False,30.0,20,1,200,-0.050916422,,113,46,67,56.637168142,0.364273337,66.666666667,-0.132520938,0.337891623,3.061871758,1.173085452,0.513274115,0.217479762
5109,GBP_AUD,AUD_NZD,change,True,False,1.0,20,1,15,0.013193566,,218,108,110,50.917431193,1.123038551,66.666666667,-0.195803993,0.256674828,3.230674422,1.173054889,0.054602216,0.455073393
5110,USD_CAD,USD_JPY,bb,True,False,2.5,20,1,15,0.003535223,,54,33,21,55.555555556,0.231283561,60.000000000,-0.161032642,0.405062130,2.537531107,1.173024674,0.854559080,-0.301290219
5111,UK100_Futures,NZD_USD,bb,True,False,1.5,20,1,15,-0.032869105,,219,99,120,50.228310502,3137.500000000,60.000000000,-1432.500000000,0.352596166,4.448504384,1.172966532,0.620354929,0.131695188
5112,AUD_JPY,EUR_NZD,bb,False,False,2.5,20,1,15,0.027526167,,42,24,18,64.285714286,28.019246392,50.000000000,-5.524045724,0.754430068,4.168449754,1.172921814,0.283839357,1.381884350
5113,GBP_USD,SILVER_USD,bb,False,False,2.5,20,1,100,0.070759990,,32,23,9,59.375000000,0.283405857,60.000000000,-0.159952687,0.543729716,2.622578413,1.172815172,0.512504281,0.623528050
5114,GBP_CHF,GBP_CHF,sma,True,False,1.0,20,1,50,-0.130879781,,179,93,86,56.424581006,0.672464207,66.666666667,-0.440798350,0.232318630,2.650515653,1.172681788,0.321063536,0.136350302
5115,TRY_JPY,GBP_JPY,change,False,False,1.0,20,1,100,-0.014580451,,211,123,88,51.658767773,75.236835127,60.000000000,-13.098055415,0.438166778,5.427622252,1.172657159,1.831749786,-1.509682200
5116,EUR_USD,CBOE_Volatility_Index,bb,True,False,1.0,20,1,200,-0.068574015,,145,83,62,53.103448276,0.427449066,73.333333333,-0.229504543,0.267647291,2.748853345,1.172452570,0.066248482,0.537261826
5117,CAD_JPY,USD_JPY,sma,False,False,1.0,20,1,15,-0.010488031,,204,102,102,55.392156863,61.085699920,60.000000000,-11.874289860,0.288913619,3.519950235,1.172321082,0.585943841,-0.008116603
5118,NZD_JPY,AUD_USD,sma,False,False,1.0,20,1,200,0.033508785,,197,117,80,49.746192893,47.782078928,60.000000000,-11.006643864,0.362920647,4.345358253,1.172247193,0.647478596,-0.053245354
5119,EUR_USD,AUD_NZD,sma,False,False,1.0,20,1,15,0.100847731,,177,87,90,53.672316384,0.547405020,53.333333333,-0.182022014,0.236989034,2.689950965,1.172115804,0.151103048,0.320012155
5120,GBP_USD,NZD_JPY,bb,False,False,2.5,20,1,50,0.013156063,,50,24,26,56.000000000,0.383507152,46.666666667,-0.136102369,0.444995701,2.684663906,1.172062832,0.140002158,0.726528202
5121,OIL_USD,AUD_NZD,change,False,False,1.0,20,1,100,0.053533738,,194,87,107,56.701030928,75.460000000,73.333333333,-34.770000000,0.872254876,10.366142036,1.171998662,1.358737146,0.476703873
5122,USD_CHF,GOLD_USD,stoch,True,False,30.0,20,1,100,-0.046623094,,116,39,77,60.344827586,0.503135541,60.000000000,-0.094453691,0.343044900,3.152679935,1.171925701,0.169475930,0.430956456
5123,AUD_JPY,GBP_USD,bb,True,False,1.5,20,1,15,-0.056201678,,218,109,109,55.045871560,59.612978650,66.666666667,-13.872263476,0.327851526,4.130693489,1.171878230,0.657353560,-0.001650508
5124,AUD_USD,AUD_JPY,bb,True,False,2.5,20,1,50,-0.066995909,,39,24,15,53.846153846,0.246045632,57.142857143,-0.033307829,0.757939705,4.039373815,1.171798442,1.298696093,-0.107270514
5125,GBP_USD,CBOE_Volatility_Index,sma,True,False,1.0,20,1,200,-0.081448385,,239,142,97,51.046025105,0.678163384,60.000000000,-0.089182807,0.184528894,2.434679482,1.171713771,0.147308327,0.239016735
5126,TRY_JPY,AUD_USD,change,False,False,1.0,20,1,15,0.089392299,,254,138,116,52.362204724,102.325380802,73.333333333,-11.756748770,0.436777238,5.941173387,1.171668162,1.719718753,-1.089480771
5127,EUR_NZD,CHF_JPY,bb,True,False,2.0,20,1,100,-0.012214008,,66,20,46,56.060606061,0.565260000,66.666666667,-0.116370000,0.436118344,3.024195119,1.171565338,1.253747701,0.080627319
5128,NQ100_Futures,CAD_JPY,bb,False,False,1.5,20,1,200,-0.056865168,,86,50,36,51.162790698,926.000000000,73.333333333,-476.500000000,0.711068291,5.628889403,1.171487941,1.254182139,-0.043256496
5129,AUD_JPY,USD_JPY,bb,True,False,2.5,20,1,100,-0.083007875,,32,14,18,50.000000000,23.023285119,53.333333333,-8.423774604,0.993214610,4.796121548,1.171461197,3.270251002,-0.777813695
5130,OIL_USD,CAD_JPY,di,False,False,20.0,20,1,10,0.015679504,,184,96,88,52.717391304,131.420000000,60.000000000,-35.880000000,0.879018444,10.179915572,1.171285382,0.957773354,0.793103997
5131,GBP_JPY,AUD_USD,sma,False,False,1.0,20,1,50,0.139512727,,214,120,94,52.336448598,95.792024570,60.000000000,-18.950879400,0.275348963,3.438971440,1.171282792,0.581917796,-0.116015505
5132,EUR_CHF,GOLD_USD,di,True,False,20.0,20,1,15,0.004671109,,139,61,78,48.920863309,0.322969891,53.333333333,-0.049035760,0.168853216,1.699676367,1.171252420,0.097330648,0.224787532
5133,US30_Futures,NZD_USD,stoch,False,False,30.0,20,1,100,0.011423125,,132,84,48,59.090909091,3758.500000000,64.285714286,-2456.000000000,0.388269574,3.808774245,1.171210866,0.517142970,0.162741131
5134,AUD_USD,EUR_CHF,stoch,False,False,30.0,20,1,15,0.036127270,,226,104,122,52.654867257,0.475685067,53.333333333,-0.065413825,0.267330209,3.431449770,1.171182600,0.307403466,0.233169400
5135,USD_JPY,USSPX500_Futures,di,False,False,20.0,20,1,15,-0.034166108,,127,65,62,53.543307087,41.271361680,60.000000000,-7.406336720,0.265683990,2.556990278,1.170949509,0.554888751,-0.037514550
5136,UK100_Futures,EUR_AUD,bb,False,False,1.0,20,1,15,0.041597097,,242,121,121,51.239669421,2984.000000000,60.000000000,-727.000000000,0.331084074,4.398652863,1.170917466,0.381306124,0.280862024
5137,GBP_JPY,US30_Futures,bb,False,False,1.5,20,1,15,0.002229837,,200,109,91,57.000000000,94.769057129,71.428571429,-9.272748028,0.259299638,3.131797472,1.170909257,0.435081016,0.048748318
5138,TRY_JPY,UK100_Futures,sma,False,False,1.0,20,1,15,0.049000479,,261,142,119,52.107279693,127.573498763,60.000000000,-13.217361912,0.422696960,5.832972544,1.170737273,1.660111716,-1.053881993
5139,USD_CAD,USSPX500_Futures,bb,True,False,2.0,20,1,50,0.018400969,,74,40,34,50.000000000,0.279084289,66.666666667,-0.105911034,0.322273593,2.368284873,1.170594934,0.858350484,-0.308405102
5140,GBP_AUD,EUR_GBP,bb,True,False,2.0,20,1,100,-0.023630330,,67,36,31,55.223880597,0.622695880,66.666666667,-0.219106592,0.420580636,2.942096950,1.170118094,-0.241579882,1.189541238
5141,USD_JPY,EUR_NZD,bb,True,False,2.0,20,1,10,0.000622259,,131,64,67,51.908396947,37.350799120,60.000000000,-11.067089200,0.297839717,2.913489470,1.170051035,0.525668356,0.080212359
5142,GBP_JPY,EUR_JPY,sma,False,False,1.0,20,1,10,0.009154589,,224,118,106,55.357142857,97.956863880,66.666666667,-24.437668412,0.276568660,3.537923545,1.169980252,0.509179115,0.017624946
5143,GBP_CHF,CHF_JPY,bb,False,False,1.0,20,1,200,0.110046621,,149,106,43,53.691275168,0.721436852,53.333333333,-0.192178867,0.264208988,2.756613591,1.169943337,0.196208589,0.431837877
5144,CAD_JPY,GOLD_USD,bb,True,False,2.5,20,1,50,-0.038362674,,40,13,27,57.500000000,24.343186375,53.333333333,-5.443602360,0.654231118,3.537017945,1.169833166,1.524463477,0.235230353
5145,NZD_JPY,US30_Futures,bb,True,False,2.5,20,1,15,-0.029808325,,34,26,8,55.882352941,19.262822016,41.666666667,-2.768303796,0.839785510,4.185883038,1.169824590,0.863251628,0.763520625
5146,GBP_USD,AUD_USD,bb,False,False,2.0,20,1,15,0.039551032,,143,76,67,54.545454545,0.588977670,73.333333333,-0.094841112,0.239376142,2.447212683,1.169707210,0.092710917,0.405742665
5147,EUR_NZD,OIL_USD,stoch,True,False,30.0,20,1,100,-0.047593668,,143,49,94,56.643356643,0.901530000,66.666666667,-0.128110000,0.279045471,2.852844961,1.169673974,0.281830536,0.277593682
5148,EUR_NZD,GOLD_USD,di,False,False,20.0,20,1,10,0.029377964,,206,116,90,50.970873786,0.802460000,73.333333333,-0.237870000,0.242352993,2.973936942,1.169634693,0.025707042,0.521585552
5149,GBP_AUD,AUD_USD,di,False,False,20.0,20,1,10,0.042951912,,193,103,90,54.404145078,0.935021242,66.666666667,-0.306458392,0.229424441,2.725119263,1.169587780,0.125134767,0.348778178
5150,EUR_USD,AUD_JPY,bb,True,False,2.0,20,1,10,0.001957295,,136,70,66,54.411764706,0.464391896,66.666666667,-0.160973283,0.294330771,2.935296146,1.169373366,0.177103298,0.418662939
5151,USD_JPY,GOLD_USD,change,True,False,1.0,20,1,10,-0.023009184,,285,129,156,51.929824561,53.023756160,73.333333333,-4.421538720,0.196833149,2.841701430,1.169343818,0.635387889,-0.165817886
5152,UK100_Futures,EUR_NZD,change,False,False,1.0,20,1,15,0.048366888,,247,113,134,53.441295547,3496.000000000,60.000000000,-1049.000000000,0.325079997,4.369329450,1.169294567,0.385522029,0.274110224
5153,NZD_JPY,ZAR_JPY,bb,True,False,1.5,20,1,200,-0.047571561,,92,50,42,54.347826087,44.489212767,60.000000000,-25.918960328,0.647814634,5.314392371,1.169206044,1.153761801,0.045496577
5154,UK100_Futures,USSPX500_Futures,sma,True,False,1.0,20,1,50,-0.122638980,,223,88,135,51.569506726,4931.500000000,66.666666667,-1461.500000000,0.326807979,4.174198559,1.169154699,0.557240926,0.176599837
5155,OIL_USD,EUR_JPY,sma,False,False,1.0,20,1,10,0.039259396,,215,111,104,53.953488372,80.170000000,80.000000000,-23.710000000,0.794553251,9.965553612,1.169070789,1.107530004,0.460510755
5156,EUR_GBP,EUR_JPY,bb,True,False,2.0,20,1,100,-0.089074426,,65,26,39,56.923076923,0.136043850,46.666666667,-0.016870300,0.278792219,1.923039185,1.168824195,0.301770851,0.263473131
5157,GBP_CHF,EUR_USD,di,False,False,20.0,20,1,15,0.047167458,,121,65,56,53.719008264,0.522961449,73.333333333,-0.177906676,0.279831699,2.633607022,1.168795748,0.023505205,0.577353523
5158,AUD_JPY,USSPX500_Futures,change,False,False,1.0,20,1,15,-0.048508252,,260,144,116,50.384615385,64.528107363,53.333333333,-16.502248144,0.287874416,3.971995809,1.168640580,0.543245325,-0.029137747
5159,USSPX500_Futures,EUR_AUD,sma,False,False,1.0,20,1,15,0.028370538,,212,104,108,51.415094340,1014.580000000,60.000000000,-290.000000000,0.397067375,4.947380472,1.168575629,0.528522617,0.270480846
5160,AUD_USD,COPPER_USD,stoch,False,False,30.0,20,1,100,0.035287704,,144,87,57,54.861111111,0.433743366,46.666666667,-0.210962638,0.372005150,3.820308089,1.168508325,0.425408708,0.290494457
5161,USSPX500_Futures,EUR_JPY,bb,False,False,2.5,20,1,100,0.031293860,,30,18,12,66.666666667,417.870000000,69.230769231,-124.740000000,1.036856470,4.860550920,1.168405983,0.779070560,1.423535335
5162,AUD_USD,NZD_JPY,bb,True,False,2.0,20,1,10,-0.034504072,,136,74,62,55.882352941,0.337864813,60.000000000,-0.074608616,0.333243100,3.326685054,1.168204656,0.382536871,0.274408600
5163,TRY_JPY,CHF_JPY,stoch,False,False,30.0,20,1,15,0.017626375,,240,126,114,52.916666667,112.515398031,60.000000000,-8.149626808,0.436954674,5.795473406,1.168027568,1.789680616,-1.058163472
5164,EUR_NZD,GBP_JPY,bb,False,False,2.0,20,1,10,0.027051292,,144,70,74,53.472222222,0.872840000,73.333333333,-0.354900000,0.318377653,3.270944399,1.168021027,0.478788737,0.166637439
5165,GBP_USD,USD_CAD,stoch,True,False,30.0,20,1,50,-0.076303139,,169,90,79,52.071005917,0.593784106,60.000000000,-0.180485055,0.215972633,2.404059499,1.167876346,0.235590166,0.193623543
5166,GBP_JPY,CHF_JPY,stoch,False,False,30.0,20,1,15,0.022754722,,240,126,114,52.500000000,103.660638897,66.666666667,-16.368663323,0.241282672,3.200917629,1.167769843,0.541783631,-0.090849967
5167,USD_CHF,CHF_JPY,stoch,True,False,30.0,20,1,50,0.004057237,,159,61,98,54.088050314,0.508779321,53.333333333,-0.086184344,0.274417311,2.963513480,1.167624393,0.732434485,-0.010675012
5168,CHF_JPY,EUR_GBP,sma,False,False,1.0,20,1,15,-0.000886067,,172,90,82,54.069767442,41.041836189,60.000000000,-15.118137996,0.303615548,3.410516017,1.167530240,0.675620665,-0.104682751
5169,UK100_Futures,AUD_USD,bb,True,False,2.5,20,1,15,-0.049721419,,36,21,15,63.888888889,1800.000000000,50.000000000,-369.500000000,0.881257255,4.528848242,1.167524997,0.879373359,0.883894710
5170,NZD_USD,SILVER_USD,bb,True,False,2.5,20,1,15,-0.019365925,,57,28,29,57.894736842,0.204809088,60.000000000,-0.029545646,0.444434522,2.874130667,1.167451116,0.838733037,0.063732506
5171,AUD_USD,EUR_JPY,bb,False,False,2.0,20,1,200,-0.032310034,,54,34,20,57.407407407,0.180093887,71.428571429,-0.063430335,0.519603081,3.270718939,1.167415277,0.656807933,0.286354834
5172,AUD_JPY,GOLD_USD,stoch,True,False,30.0,20,1,10,-0.034304758,,265,122,143,53.207547170,76.465288542,66.666666667,-10.491594448,0.312981714,4.364428695,1.167386048,0.961411549,-0.240224160
5173,EUR_AUD,GBP_USD,change,False,False,1.0,20,1,50,-0.013236318,,216,114,102,52.777777778,0.672024117,60.000000000,-0.187330562,0.224139989,2.821879507,1.167367924,0.053476515,0.414881519
5174,NZD_USD,EUR_AUD,sma,False,False,1.0,20,1,15,0.030768884,,213,104,109,52.112676056,0.488286778,66.666666667,-0.072195915,0.310358580,3.880583499,1.167230226,0.544113057,0.087326786
5175,UK100_Futures,COPPER_USD,bb,True,False,2.0,20,1,15,-0.021512861,,147,74,73,48.979591837,2527.500000000,46.666666667,-877.500000000,0.433113922,4.498984729,1.167202724,0.305912289,0.562058043
5176,TRY_JPY,GBP_AUD,bb,True,False,1.5,20,1,200,-0.084611179,,91,51,40,53.846153846,50.319882040,71.428571429,-28.420924335,0.677787172,5.539568784,1.167180657,2.019455342,-1.032839745
5177,EUR_USD,EUR_CHF,bb,False,False,2.0,20,1,50,0.104130834,,84,38,46,60.714285714,0.399337903,66.666666667,-0.079389169,0.376140268,2.953679499,1.167148466,1.200541014,-0.304886436
5178,USD_CHF,EUR_CHF,bb,True,False,1.5,20,1,100,-0.151058957,,95,54,41,56.842105263,0.385907870,66.666666667,-0.111385885,0.373745256,3.121862631,1.166873298,0.119935032,0.708031892
5179,CAD_JPY,USSPX500_Futures,di,False,False,20.0,20,1,10,-0.016945992,,186,95,91,51.075268817,52.063111590,60.000000000,-18.838798800,0.275145705,3.215940858,1.166839592,0.422441343,0.121375534
5180,OIL_USD,OIL_USD,bb,False,False,1.5,20,1,200,0.000580825,,91,64,27,57.142857143,83.670000000,40.000000000,-16.730000000,1.253251394,10.245923699,1.166830507,0.768549327,2.402174813
5181,AUD_USD,SILVER_USD,stoch,False,False,30.0,20,1,100,0.060594431,,126,66,60,53.174603175,0.370102472,53.333333333,-0.120676560,0.377218465,3.629590265,1.166596352,0.757537161,-0.041132102
5182,NZD_JPY,US30_Futures,bb,False,False,2.0,20,1,200,-0.030084184,,49,34,15,65.306122449,25.966856008,53.846153846,-6.729936076,0.774229200,4.645946131,1.166523297,-0.049967416,2.642408197
5183,EUR_AUD,GBP_CHF,di,False,False,20.0,20,1,10,0.040166465,,186,90,96,48.387096774,0.837552402,66.666666667,-0.155720939,0.258914833,3.027485833,1.166356421,0.097129007,0.410589045
5184,EUR_USD,NZD_USD,change,False,False,1.0,20,1,100,0.040596331,,209,122,87,54.545454545,0.546978030,46.666666667,-0.129244120,0.230292853,2.854808694,1.166209548,0.317985592,0.107321427
5185,GBP_AUD,USD_CAD,change,False,False,1.0,20,1,200,-0.036209701,,192,81,111,55.208333333,0.745905114,60.000000000,-0.519443353,0.246765357,2.932352445,1.166053927,0.090888400,0.360513406
5186,EUR_AUD,GBP_USD,stoch,False,False,30.0,20,1,50,0.035814563,,169,88,81,52.071005917,0.599664486,60.000000000,-0.201935232,0.249203442,2.778334537,1.166038394,0.163009080,0.342846700
5187,CAD_JPY,CBOE_Volatility_Index,stoch,True,False,30.0,20,1,50,-0.037919204,,184,127,57,54.891304348,43.289760245,66.666666667,-5.626857560,0.309033794,3.595373543,1.165925679,0.089563149,0.798029794
5188,NQ100_Futures,SILVER_USD,bb,True,False,1.0,20,1,15,-0.034180492,,246,115,131,48.373983740,1856.040000000,66.666666667,-497.250000000,0.486393267,6.543812471,1.165800568,1.178637117,-0.121301717
5189,AUD_USD,GBP_USD,bb,True,False,1.5,20,1,10,-0.042782640,,239,118,121,55.230125523,0.486591516,73.333333333,-0.128086749,0.267415082,3.546408153,1.165725056,0.399773949,0.138337840
5190,AUD_USD,TRY_JPY,di,True,False,20.0,20,1,10,-0.023850830,,170,97,73,52.352941176,0.391257946,53.333333333,-0.089078852,0.290022050,3.244071281,1.165641739,0.348332641,0.212540853
5191,AUD_USD,GBP_JPY,change,True,False,1.0,20,1,50,-0.066029425,,223,101,122,52.466367713,0.621957188,80.000000000,-0.136860328,0.300893132,3.854986611,1.165579317,0.773174059,-0.090093537
5192,USD_CHF,ZAR_JPY,bb,True,False,2.5,20,1,100,-0.026029232,,37,23,14,54.054054054,0.271221916,60.000000000,-0.070862356,0.775830622,4.049340047,1.165422855,1.522022654,-0.450056287
5193,GBP_JPY,EUR_USD,bb,False,False,1.5,20,1,100,0.049285836,,114,67,47,55.263157895,77.480544236,46.666666667,-13.168288272,0.380932822,3.490261584,1.165313675,0.392486378,0.364462860
5194,NZD_JPY,NZD_USD,bb,False,False,2.0,20,1,200,0.009230463,,53,32,21,58.490566038,29.246142013,46.153846154,-6.199763460,0.782732994,4.891528691,1.164949153,-0.248339008,2.353890329
5195,NZD_USD,CBOE_Volatility_Index,bb,True,False,1.5,20,1,200,-0.027093293,,76,32,44,56.578947368,0.260613514,60.000000000,-0.037437485,0.526059056,3.936881506,1.164900828,0.018174391,0.895429721
5196,USD_CHF,GBP_AUD,sma,False,False,1.0,20,1,10,0.074789740,,218,105,113,54.587155963,0.521116942,66.666666667,-0.232782525,0.256918300,3.256383683,1.164897511,0.198162353,0.311514535
5197,OIL_USD,EUR_USD,sma,False,False,1.0,20,1,10,0.041460540,,203,105,98,54.679802956,73.890000000,80.000000000,-31.480000000,0.833723710,10.197382611,1.164880719,1.055036520,0.596602842
5198,AUD_JPY,EUR_GBP,bb,False,False,1.0,20,1,50,0.063084505,,185,88,97,51.351351351,60.388811956,60.000000000,-12.986501268,0.362997412,4.238628330,1.164834046,0.732409376,0.027860784
5199,GBP_AUD,NQ100_Futures,stoch,False,False,30.0,20,1,100,0.129551135,,145,106,39,55.172413793,0.559993208,46.666666667,-0.199617973,0.269138373,2.782396577,1.164771117,0.183190252,0.502740958
5200,CAD_JPY,EUR_AUD,change,True,False,1.0,20,1,50,-0.081409768,,217,122,95,52.995391705,48.701151265,66.666666667,-15.919393620,0.268806793,3.399719372,1.164734760,0.415066063,0.080979099
5201,NQ100_Futures,US30_Futures,bb,True,False,2.5,20,1,50,-0.082020725,,33,25,8,69.696969697,1658.400000000,71.428571429,-561.000000000,1.461304341,7.207708368,1.164663427,1.637344836,0.911177794
5202,CHF_JPY,USSPX500_Futures,change,False,False,1.0,20,1,50,0.042130695,,228,140,88,54.385964912,58.676642647,80.000000000,-7.398744340,0.260410968,3.376574655,1.164529082,0.402778325,0.033917444
5203,EUR_CHF,AUD_NZD,sma,False,False,1.0,20,1,10,0.052109340,,163,80,83,48.466257669,0.312525062,53.333333333,-0.066511160,0.159351498,1.747230229,1.164393621,0.226348838,0.094775749
